MONOMER-20304	G-55189	Q8NFU3	thiosulfate-thiol sulfurtransferase	
MONOMER-18295	G-17797	G9M9M4	4-coumaroyl 2-hydroxylase	
HS00389-MONOMER	HS00389	O00116	alkylglycerone-phosphate synthase	aging-associated gene 5 protein, alkyl-DHAP synthase, peroxisomal alkyldihydroxyacetonephosphate synthase
EG10627-MONOMER	EG10627	P17802	adenine DNA glycosylase	MicA, MutY
PGKSYN-MONOMER	G-399			Pgk
MONOMER-20712	G-58858	Q70KI0	4-nitrobenzoate--CoA ligase	AurE
MONOMER-13040			malonate-semialdehyde dehydrogenase	malonic semialdehyde oxidative decarboxylase, 3-oxopropanoate:NAD(P)+ oxidoreductase (decarboxylating, CoA-acetylating)
HS05516-MONOMER	HS05516	Q9UJ83	2-hydroxyacyl-CoA lyase 1	2-HPCL, 4.1.-.-
AT1G01710-MONOMER	AT1G01710	Q8GYW7	acyl-CoA thioesterase	
SYNPCC7942_1174-MONOMER	SYNPCC7942_1174	Q8KPP0	Photosystem II reaction center protein J	PsbJ
MONOMER-1601	AT3G21720	P28297	isocitrate lyase	Icl
MONOMER-13469	G-10256	A5N5C7		
MONOMER-18697	G-27171	C0STU2	<i>L</i>-&alpha;-amino acid ligase	RhiC
MONOMER-16462	G-12729	P72320	CooT	
EG12115-MONOMER	EG12115	P0A8Y1	pyrimidine 5'-nucleotidase YjjG	YjjG
MONOMER-21132	G-80647	A0A0H3L116	4'-hydroxy-L-isoleucine 4-dioxygenase	HilB
MONOMER-19078			lachrymatory-factor synthase &gamma; subunit	
HS10812-MONOMER	HS10812	Q16880	<i>N</i>-acylsphingosine galactosyltransferase/bile acid galactosyltransferase	ceramide UDP-galactosyltransferase, cerebroside synthase, UDP-galactose-ceramide galactosyltransferase
FMDAMBARK-MONOMER	G-380		FmdA	FmdA
AT3G02090-MONOMER	AT3G02090	Q42290	cytochrome <i>bc</i><sub>1</sub> complex mitochondrial processing peptidase &beta;-subunit	
ABC-MONOMER	EG11621	P30750	L-methionine/D-methionine ABC transporter ATP binding subunit	MetD, Abc
YGL067W-MONOMER	YGL067W		NADH pyrophosphatase 1	
MONOMER-4142	G-3182	P54970	indole-3-acetyl-L-alanine hydrolase	iaa-amino acid hydrolase, IAA-Ala conjugate hydrolase
MONOMER-13971	G-10668	Q40061	mugineic-acid 3-dioxygenase	
MONOMER-10821	G-8381	Q5GA22		MIK
AT5G17230-MONOMER	AT5G17230	P37271	15-<em>cis</em>-phytoene synthase	AT5G17230
MONOMER-16991	G-14809	E4WCW8	3-oxo-23,24-bisnorchol-4,17(20)-dien-22-oyl-CoA hydratase &beta; subunit	
MONOMER-14451	G-11027	A8CDT2		&beta;-amyrin synthase
MONOMER-19466	G-44175	Q15SS1	2-dehydro-3-deoxy-L-galactonate 5-dehydrogenase	2-keto-3-deoxy-L-galactonate 5-dehydrogenase
MONOMER-17430				
G3O-29445-MONOMER	G3O-39	Q99190	very-long-chain enoyl-CoA reductase	
MONOMER-6707				
MONOMER-19882	G-44585	Q8TII4	3-(methylthio)propanoate:coenzyme M methyltransferase	MtpA
MONOMER-11884			diaminopimelate epimerase	
G7285-MONOMER	G7285	P77445	acetaldehyde dehydrogenase (acetylating) EutE	YffX, EutE, putative aldehyde dehydrogenase, ethanolamine utilization protein
BSU39750-MONOMER	BSU39750	P42413	5-deoxy-D-glucuronate isomerase	YxdB, IolB, 5-deoxy-D-glucuronic acid isomerase
MONOMER-9981	G-7621	P22412	dehydropeptidase I subunit	renal dipeptidase, RDP
MONOMER-15016	G-11460	Q76KX0	L-proline amide hydrolase	LaaA
MONOMER-12464	G-9574	Q5VLA7	APS reductase &beta; subunit	AprB
MONOMER-17864	G-15507	E3W9M3	anthocyanidin 3-<i>O</i>-glucoside 7-<i>O</i>-glucosyltransferase (acyl-glucose dependent)	
MONOMER-15560	G-11935	P54767		glutamate decarboxylase
MONOMER-20283	G-55169	G3FLZ7	melleolide halogenase ArmH1	
MONOMER-18279	G-17783	P0AB76	D-tagatose-1,6-bisphosphate aldolase subunit KbaY	AgaY, KbaY
HS00223-MONOMER	HS00223	P31513	hepatic flavin-containing monooxygenase 3	flavin-containing monooxygenase form II, dimethylaniline oxidase 3, hepatic flavin-containing monooxygenase 3, FMO 3, dimethylaniline monooxygenase (n-oxide forming) 3
EG10548-MONOMER	EG10548	P00804	lipoprotein signal peptidase	LspA, Lsp, signal peptidase II, leader peptidase II, SPase II, diacylglycerol prolipoprotein signal peptidase, premurein-leader peptidase, prolipoprotein signal peptidase
PD00232	EG10184	P0A9F3	DNA-binding transcriptional dual regulator CysB	positive transcriptional regulator for cysteine regulon, CysB
MONOMER-20696	G-58842	Q9A177	ribonucleoside-diphosphate reductase &beta; subunit	
MONOMER-13021	G-9919		maltose phosphorylase	MalP, maltosephosphorylase
HS05379-MONOMER	HS05379	Q11128	&alpha;-(1,3)-fucosyltransferase 5	Fuc-TV, fucosyltransferase V, FucT-V
ASNSYNA-MONOMER	EG10091	P00963	asparagine synthetase A	AsnA
SYNPCC7942_0639-MONOMER	SYNPCC7942_0639	Q31QJ8	enolase	Eno
MONOMER-15992	G-12302	Q8RR91		AceR
MONOMER-13453	G-10241	O82139		oxidosqualene cyclase
MONOMER-18678	G-27151	A2R6Y6		XhrA
MONOMER-16445	G-12714	P72318	CooX subunit	CooX
EG11957-MONOMER	EG11957	P32719	D-allulose-6-phosphate 3-epimerase	YjcU, AlsE
MONOMER-21116	G-80631	A0PM50		MftD, pre-mycofactocin synthase
MONOMER-19060	G-43802	A0A0H3PBA7		
HS10520-MONOMER	HS10520	Q9Y231	&alpha;-(1,3)-fucosyltransferase 9	Fuc-TIX, fucosyltransferase 9, fucosyltransferase IX, FucT-IX
FECC-MONOMER	EG10288	P15030	ferric citrate ABC transporter membrane subunit FecC	
AT2G45970-MONOMER	AT2G45970	O80823	long-chain fatty acid &omega;-hydroxylase	Lcr, CYP86A8 monooxygenase
3-OXOACYL-ACP-SYNTHII-MONOMER	EG12606	P0AAI5	&beta;-ketoacyl-[acyl carrier protein] synthase II	Vtr, Cvc, VtrB, FabJ, FabF, &beta;-ketoacyl-ACP synthase II
YFR019W-MONOMER	YFR019W	P34756	1-phosphatidylinositol-3-phosphate 5-kinase	PI(3)P 5-kinase, PtdIns(3)P 5-kinase
MONOMER-4061			malonate-semialdehyde dehydrogenase	methylmalonate-semialdehyde dehydrogenase
MONOMER-13955	G-10656	O06491	glutamyl-tRNA<sup>Gln</sup> amidotransferase subunit A	YerM, YedB, GatA
MONOMER-10725			arsenite arsenite oxidoreductase large subunit	AroA
AT5G13710-MONOMER	AT5G13710	Q9LM02	sterol methyltransferase	SMT1
MONOMER-16965	G-14784	Q9KWQ6	4,5-9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase monomer	HsaD
MONOMER-14431	G-11010	Q9QZU7	&gamma;-butyrobetaine hydroxylase subunit	
MONOMER-19450	G-44158	I1RF62	rubrofusarin laccase	
MONOMER-17414	G-15189	Q6LS55	icosapentaenoate synthase PfaA subunit	PfaA, omega-3 polyunsaturated fatty acid synthase PfaA, eicosapentaenoate synthase PfaA subunit
G3IU-7234-MONOMER	G3IU-7234		1,2-&beta;-oligomannan phosphorylase	
MONOMER-667	G-534	Q8VPT7	benzylsuccinate synthase &alpha; subunit	BssA, benzylsuccinate synthase &alpha; subunit, BSS &alpha; subunit
MONOMER-19863	G-44571	Q9AF95	1-butanol dehydrogenase (cytochrome c)	Bdh
MONOMER-11854	G-9214		pyruvate:ferredoxin oxidoreductase &epsilon; subunit	PorE
G7201-MONOMER	G7201	P76938	EF-P-Lys34 hydroxylase	EpmC, YfcM
BSU38160-MONOMER	BSU38160	P34956	cytochrome aa3-600 quinol oxidase (subunit I)	QoxB
MONOMER-963	G-118	Q59129	NdhC	NdhC
MONOMER-14994	G-11441	P21396	monoamine oxidase A subunit	
MONOMER-12437				
MONOMER-17846	G-15495	A9BCF8	pimeloyl-[acyl-carrier protein] methyl ester esterase	BioK
MONOMER-15536	G-11909	P24157		1-aminocyclopropane-1-carboxylate oxidase 4, aminocyclopropane-1-carboxylate oxidase
MONOMER-20263	G-55149	Q72JV2	TTuD sulfur-carrier protein	TtuD
MONOMER-18263	G-17768	B9GRL5	dihydroflavonol-4-reductase	
HS00035-MONOMER	HS00035	P03915	NADH-ubiquinone oxidoreductase chain 5	NADH ubiquinone oxidoreductase chain 5, NADH dehydrogenase subunit 5
EG10458-MONOMER	EG10458	P08957	type I restriction enzyme EcoKI methyltransferase component	Hsp, Hsm, HsdM, host modification, DNA methylase M, type I restriction enzyme EcoKI M protein
OROPRIBTRANS-MONOMER	EG10808	P0A7E3	orotate phosphoribosyltransferase	PyrE
MONOMER-20671	G-58817	W8X092	limonene dehydrogenase &beta; subunit	CtmB
MONOMER-13003			&beta;-glucogallin: 1,2,3,4,6-pentagalloyl-&beta;-<i>D</i>-glucose (2,4-<i>O</i>-digalloyl)-galloyltransferase	galloyltransferase A
HS05215-MONOMER	HS05215	Q99259	Glutamate decarboxylase 1	67 kDa glutamic acid decarboxylase, GAD-67, Glutamate decarboxylase 67 kDa isoform
AROHBACSU-MONOMER	G-286		AroH	AroH
SYNPCC7942_0333-MONOMER	SYNPCC7942_0333	Q31RF4	ATP synthase Fo, b' subunit	
MONOMER-15976	G-12286		&alpha;-humulene 10-hydroxylase	&alpha;-humulene hydroxylase
MONOMER-13432	G-10224	Q2Q478		UDP-glucose:solanidine glucosyltransferase
MONOMER-1866	G-1302		ADP-glucose pyrophosphorylase	STGLL
MONOMER-16421	G-12691	A3DCH1	cellulose 1,4-&beta;-cellobiosidase (non-reducing end)	CelK, cellulose 1,4-&beta;-cellobiosidase CelK
EG11888-MONOMER	EG11888	P0AGJ7	tRNA (cytidine/uridine-2'-<i>O</i>)-ribose methyltransferase	TrmL, YibK
MONOMER-19045	G-43787	A0A097ZPD8		AndB
HS10215-MONOMER	HS10215	P07205	phosphoglycerate kinase 2	phosphoglycerate kinase, testis specific
FABA-MONOMER	EG10273	P0A6Q3	&beta;-hydroxyacyl-acyl carrier protein dehydratase/isomerase	FabA, &beta;-hydroxyacyl-ACP dehydratase/isomerase
AT2G43090-MONOMER	AT2G43090	Q9ZW85	isopropylmalate isomerase, small subunit	
YEL046C-MONOMER	YEL046C	P37303	L-threonine aldolase subunit	
MONOMER-3924	G-2984	P29898	methanol dehydrogenase small subunit	MxaI, MoxI
MONOMER-13927	G-10629	Q56575		NspC
MONOMER-10584	G-7961		IEMT1 subunit	
AT5G08640-MONOMER	AT5G08640		flavonol synthase	FLS
MONOMER-16945			1-hydroxy-2-naphthoate hydroxylase monomer	
MONOMER-14409	G-10995	Q52384	chlorobenzene dioxygenase, terminal oxygenase component, small subunit	
MONOMER-19434	G-44142	Q7BQ71	L-serine--[seryl-carrier protein] ligase	ZmaJ
MONOMER-17394	G-15173	Q194Q6	MtmY	
G1I0R-1994-MONOMER	G1I0R-1994	Q2FX00	L-glutamate&mdash;lipid II transaminase system glutaminase component	GatD
MONOMER-6567	G-5067	Q04810	dipicolinate synthase &beta; subunit	DpaB
MONOMER-19845	G-44554	A2SP35	<i>tert</i>-butyl alcohol hydroxylase reductase subunit	MdpK
MONOMER-11832	G-9194	P30079	PSCHS subunit	
G7158-MONOMER	G7158	P76469	2-keto-3-deoxy-L-rhamnonate aldolase	YfaU
BSU35680-MONOMER	BSU35680	P46918	poly(glucosyl <i>N</i>-acetylgalactosamine 1-phosphate) <i>N</i>-acetylgalactosamine 1-phosphate primase/transferase	GgaB
MONOMER-9453	G-7147	Q93WM8	polyamine oxidase	BPAO1
MONOMER-14976	G-11424	B0LB01		
MONOMER-12420				
MONOMER-17821	G-15483	P29683	light-independent protochlorophyllide reductase subunit N	ChlN, DPOR subunit N
MONOMER-15507	G-11887	O86224		KdkA
MONOMER-20245			procollagen glucosyltransferase	
MONOMER-18245	G-17753	Q9FD71	hydroxymethylglutaryl-CoA synthase monomer	MvaS, HMG-CoA synthase
HS00012-MONOMER	HS00012	Q16394	exostosin-1	glucuronosyl-<i>N</i>-acetylglucosaminyl-proteoglycan/<i>N</i>-acetylglucosaminyl-proteoglycan 4-&alpha;-<i>N</i>-acetylglucosaminyltransferase, multiple exostoses protein 1, tumor suppressor protein EXT1
EG10375-MONOMER	EG10375	P0A6U3	5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG	GidA, MnmG, protein involved in modification of U34 in tRNA, TrmF
O-SUCCINYLBENZOATE-COA-SYN-MONOMER	EG11532	P29208		MenC
MONOMER-20653	G-58802	A0A0H2V630	enterobactin <i>C</i>-glucosyltransferase	IroB
MONOMER-12983				
HS05010-MONOMER	HS05010	P14854	cytochrome c oxidase subunit 6B1	COX VIb-1, cytochrome c oxidase subunit VIb isoform 1
ARGSUCCINLYA-MONOMER	EG11223	P11447		ArgH
SUPEROX-DISMUTFE-MONOMER	EG10954	P0AGD3	superoxide dismutase (Fe)	SodB
MONOMER-15958	G-12267		juvenile hormone acid methyltransferase	juvenoid acid methyltransferase
MONOMER-13408	G-10201	P42220		CefF
MONOMER-18642			6-methoxypodophyllotoxin 7-<i>O</i>-glucoside glucosidase	
MONOMER-16399	G-12656	Q8U0Z4	MbhN	
EG11817-MONOMER	EG11817	P0A840	broad specificity 5'(3')-nucleotidase and polyphosphatase	UmpG, YgbC, SurE
MONOMER-21082	G-80600	D7PC22	(1S)-1-[(2S)-2-amino-4-methylpentanamido]ethyl(methoxy)phosphinate desaturase	DhpJ
MONOMER-19030	G-43771	Q55240	<i>sn</i>-1 &gamma;-linolenoyl-lipid &omega;-3 desaturase	DesB
HS09918-MONOMER	HS09918	O75752	&beta;-1,3-<i>N</i>-acetylgalactosaminyltransferase 1	b3Gal-T3, &beta;-1,3-galactosyltransferase 3, &beta;-1,3-GalTase 3, &beta;-3-GalNAc-T1, &beta;-3-Gx-T3, &beta;3Gal-T3, galactosylgalactosylglucosylceramide &beta;-D-acetyl-galactosaminyltransferase, globoside synthase, UDP-<i>N</i>-acetylgalactosamine:globotriaosylceramide &beta;-1,3-<i>N</i>-acetylgalactosaminyltransferase
ENSG00000180316-MONOMER	HS11482	Q8N8W4	&omega;-hydroxyceramide transacylase	patatin-like phospholipase domain-containing protein 1
AT2G38670-MONOMER	AT2G38670	Q9ZVI9	ethanolamine-phosphate cytidylyltransferase	
YDR481C-MONOMER	YDR481C	P11491	farnesyl diphosphatase	soluble alkaline phosphatase, farnesyl diphosphate phosphatase
MONOMER-3881	G-2941	Q607G3	particulate methane monooxygenase hydroxylase component &beta; subunit	PmoA, pMMO hydroxylase component &beta; subunit
MONOMER-13904	G-10611	Q9K499		
MONOMER-10382	G-8062	P22185	ubiquinone oxidase 1	alternative oxidase
AT5G04900-MONOMER	AT5G04900	Q8LEU3	chlorophyll b reductase	
MONOMER-16927	G-14746	Q9FAE3	3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase	TesB, meta-cleavage enzyme
MONOMER-14393	G-10979	O24679	chlorobenzene dioxygenase terminal oxidase ferredoxin reductase subunit	
MONOMER-19418	G-44125	K4JII4	L-serine--[seryl-carrier protein] ligase	GdnB
MONOMER-17378	G-15157	Q194Q7	MtMOI	
G1G01-443-MONOMER	G1G01-443	Q88QT2	<i>N</i>-acetyl-&alpha;-D-muramate 1-phosphate uridylyltransferase	MurU
MONOMER-6421	G-4921	P44514	<i>N</i>-succinyl-L,L-diaminopimelate desuccinylase subunit	DapE
MONOMER-19829	G-44541	Q9RBN7	alkene monooxygenase reductase subunit	IsoF, AamF
MONOMER-11816	G-9179			Gor, glyceraldehyde 3-phosphate oxidoreductase
G7097-MONOMER	G7097	P77377		Wzx, WzxC, colanic acid flippase
BSU34120-MONOMER	BSU34120	O07013	arabinogalactan endo-1,4-&beta;-galactosidase	GalA, YvfO, GanB
MONOMER-941	G-10130	Q71EW5	acetylene hydratase	Ahy
EG10624-MONOMER	EG10624	P06722	DNA mismatch repair protein MutH	Prv, MutR, MutH
MONOMER-14953				
MONOMER-12401	G-9546			&beta;-carotene 4-ketolase
MONOMER-17805	G-15476	Q1JNS0	NAD-glycohydrolase	Nga
MONOMER-15486				
MONOMER-18225			thiamine diphosphate kinase subunit 2	
HP0558-MONOMER	HP0558	O25284	beta ketoacyl-acyl carrier protein synthase II	FabF
NUOB-MONOMER	EG12083	P0AFC7	NADH:quinone oxidoreductase subunit B	NuoB, NADH:ubiquinone oxidoreductase, chain B
MONOMER-20634				
MONOMER-12934	G-9897		PLR subunit	
HS04619-MONOMER	HS04619	P16219	short-chain acyl-CoA dehydrogenase monomer	
STM4066-MONOMER	STM4066	Q8ZKR2	aminoimidazole riboside kinase	
MONOMER-15941	G-12253	A4F2N8	L-<i>threo</i>-3-hydroxy aspartate ammonia-lyase	L-<i>threo</i>-3-hydroxy aspartate dehydratase
MONOMER-13385	G-10183	Q41594	taxadiene synthase	
MONOMER-18628	G-18376	B9UJ99	cytochrome P450 CYP619C2	PatI
MONOMER-16383	G-12653	Q8U2E4	hydrogenase gamma subunit	HydC
EG11731-MONOMER	EG11731	P31473	regulatory ATPase RavA	YieN, RavA
MONOMER-21066	G-80584	Q0P7K4	colibactin non-ribosomal peptide synthase ClbN	ClbN
MONOMER-19015	G-43754	O33905	icosapentaenoate synthase B subunit	PfaB, eicosapentaenoate synthase B subunit
HS09659-MONOMER	HS09659	P22680	cytochrome P450 7A1	CYPVII
AT2G35020-MONOMER	AT2G35020	O64765	N-acetylglucosamine-1-phosphate uridylyltransferase	
YDR072C-MONOMER	YDR072C	P38954	mannosyl-inositol-phosphoceramide inositolphosphotransferase	inositolphosphotransferase
MONOMER-3821	G-2881	Q59516	hydroxypyruvate reductase subunit	HprA, HPR
MONOMER-13881	G-10592	Q9I5R6	5-demethoxyubiquinol hydroxylase	
MONOMER-10171	G-7863	Q43250	3-hydroxyindolin-2-one monooxygenase	BX4
AT4G38240-MONOMER	AT4G38240	Q9XGM8	&alpha;-1,3-mannosyl-glycoprotein 2-&beta;-<em>N</em>-acetylglucosaminyltransferase	<i>N</i>-acetylglucosaminyltransferase I, GlcNAc-T I
MONOMER-16908	G-14728	A1XP58	xyloglucan-specific endo-beta-1,4-glucanase A	XgeA, xyloglucanase A, xyloglucanendohydrolase A
MONOMER-14375	G-10965	Q5P8S8	3-oxoacyl CoA thiolase	TioL
MONOMER-19402	G-44109	E2PZ80	L-cysteinyl-[NRPS] dehydrogenase	HlmB
MONOMER-17355				
G1G01-3088-MONOMER	G1G01-3088	Q88IU0	glutarate dioxygenase monomer	CsiD
MONOMER-6247				
MONOMER-19813	G-44521	Q768S6	NAD+-dependent secondary alcohol dehydrogenase III monomer	
MONOMER-11784	G-9152	Q42967		
BSU26890-MONOMER	BSU26890	O07921	chitosanase	Csn
MONOMER-9241	G-7021	O09171	betaine-homocysteine <i>S</i>-methyltransferase subunit	
MONOMER-14935	G-11385	P17060	farnesyltranstransferase	CrtE, geranylgeranyl-pyrophosphate synthase, geranylgeranyl-diphosphate synthase
MONOMER-12384	G-9536			Pcd
MONOMER-17787	G-15460	P72584	magnesium-protoporphyrin IX monomethyl ester [oxidative] cyclase 1 catalytic subunit	CycI
MONOMER-15464	G-11848	Q06893	D-ala--D-lactate ligase monomer	VanB
MONOMER-2021	G-11896		glycerol-3-phosphate acyltransferase	
MONOMER-18209	G-17719	Q7XB11		
HP0027-MONOMER	HP0027	B2ZP83	isocitrate dehydrogenase subunit	Icd, HP0027
NIFVKLEB-MONOMER	G-369			NifV
MONOMER-20618	G-58770	A0A0U2UYC4	<i>trans</i>-aconitate decarboxylase	
MONOMER-12910				
HS04306-MONOMER	HS04306	Q06136	3-ketodihydrosphingosine reductase	3-dehydrosphinganine reductase, follicular variant translocation protein 1, FVT-1, KDS reductase
STM2042-MONOMER	STM2042	O31042	propanediol dehydratase small subunit	PduE, propanediol dehydratase &gamma; subunit
MONOMER-15922	G-12239	Q70GK9	5'-fluoro-5'-deoxyadenosine synthase	
MONOMER-13368				
MONOMER-18613	G-18078	Q0JF01	9&beta;-pimara-7,15-diene oxidase	
MONOMER-16365	G-12634		Ech hydrogenase subunit B	EchB
EG11652-MONOMER	EG11652	P0AEE3	serine endoprotease	HtrH, HhoB, DegS
MONOMER-21050	G-80570		salicylaldehyde dehydrogenase	NahF
MONOMER-18999	G-43738	Q5LEN8		NanL
HS09532-MONOMER	HS09532	Q9H4A9	Dipeptidase 2	
AT2G30750-MONOMER	AT2G30750		cytochrome P-450 CYP71A12	
YDEZ-MONOMER	G6802	P0AFS1	Autoinducer-2 ABC transporter membrane subunit LsrD	YdeZ, LsrD
MONOMER-3662	G-2722	Q93PS3	sulfoacetaldehyde acetyltransferase subunit	Xsc
MONOMER-13863	G-10577	Q7FAE1	momilactone A synthase	
MONOMER-10061	G-7701	Q9F843	pyruvate carboxylase subunit	Pyc
MONOMER-16877	G-14701	Q9X273	endoglucanase Cel5A	
MONOMER-14359				
ENSG00000170786-MONOMER	HS10180	Q8N3Y7	epidermal retinol dehydrogenase 2	EPHD-2, RDH-E2, retinal short chain dehydrogenase reductase 2, retSDR2
ENTB-MONOMER	EG10260	P0ADI4	enterobactin synthase component B	EntB, EntG
MONOMER-19386	G-44095	B8M9J9	3-methylorcinaldehyde synthase	
MONOMER-19743	G-44447	C0LTL9	3-hydroxy-4-methylanthranilate adenylyltransferase	SibE
MONOMER-17337	G-15122	A0A1D3HQE0		PglC
MONOMER-19507	G-44211	D6R237	3-hydroxy-4-methyl-anthranilate carrier protein	AcmD, 4-MHA carrier protein
G1G01-1499-MONOMER	G1G01-1499	O85207		PhaG
MONOMER-14945	G-11395	Q81RQ6	AsbD aryl-carrier protein	AsbD
AT4G35630-MONOMER	AT4G35630	Q96255		
MONOMER-20812	G-63072	A0A1D2QR90	BryU acyl-carrier protein	BryU
MONOMER-6110				NADPH:3-ketoglucose oxidoreductase
MONOMER-20820	G-63080	Q5I689	PedN acyl-carrier protein	PedN
MONOMER-19793	G-44497	A1IIX3	hydroxyquinol 1,2-dioxygenase	GraB
HOLO-ENTB	EG10260		<i>holo</i> EntB	
MONOMER-11763	G-9141	Q65CJ7	hydroxyphenylpyruvate reductase	
BSU16760-MONOMER	BSU16760	Q04795	aspartokinase I (alpha and beta subunits)	LssD, DapG
MONOMER-9102			fructose-1,6-bisphosphate aldolase	
MONOMER-14917	G-11369	B2C4D0		
MONOMER-12352	G-9525	Q8VWZ7	geraniol 10-hydroxylase	CYP76B6
MONOMER-17770	G-15440	I3V6A8		
MONOMER-15442				
G6912-MONOMER	G6912	P77781	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	MenI, YdiI
MONOMER-20187	G-55077	B0TBI8	4-phospho-D-erythronate 3-dehydrogenase	
MONOMER-18194	G-17704	Q9L551	aclacinomycin polyketide synthase ketosynthase I	AknB
HISTTRANSAM-MONOMER				
EG10343-MONOMER	EG10343	P0ADX9	16S rRNA m<sup>2</sup>G966 methyltransferase	YhhF, RsmD
NARU-MONOMER	EG12153	P37758	nitrate/nitrite transporter NarU	YddF, NarU, NarU MFS nitrate/nitrite antiporter
MONOMER-20600	G-58757	P50972	glycine/sarcosine/betaine reductase complex component A1	
MONOMER-1289			ureidoglycolate urea-lyase	
HS04094-MONOMER	HS04094	Q9Y2J8	peptidylarginine deiminase II	
SPEEBACSU-MONOMER	G-275			SpeE
MONOMER-15906	G-12226	A3SN11	sulfopyruvate decarboxylase &alpha; subunit	ComD
MONOMER-13352				
MONOMER-18598	G-18063	Q9L4X9	tetracenomycin F2 cyclase	ElmI, TcmF2 cyclase
YIL124W-MONOMER	YIL124W	P40471	1-acyl dihydroxyacetone phosphate reductase	
MONOMER-16341	G-12610	Q8RBD0	NADH-dependent hydrogenase &delta; subunit	HydD
EG11549-MONOMER	EG11549	P29745	peptidase T	PepT
MONOMER-21034	G-80553		methylated [glycine betaine-specific corrinoid protein]:coenzyme M methyltransferase	MtaA
MONOMER-18982	G-43721	J7FIX5	multifunctional cytochrome P450 monooxygenase	
HS09255-MONOMER	HS09255	Q9UKK9	ADP-D-ribose pyrophosphorylase	nucleoside diphosphate-linked moiety X motif 5, Nudix motif 5, YSA1H
AT2G27490-MONOMER	AT2G27490			
YCBE-MONOMER	EG12358	P0AAI1	aliphatic sulfonate ABC transporter ATP binding subunit	YcbE
MONOMER-353	G-520			CmtG
MONOMER-13836	G-10551	P17424	ribonucleoside-diphosphate reductase 2 subunit &beta;	NrdF
MMUM-MONOMER	G6136	Q47690	CP4-6 prophage; homocysteine <i>S</i>-methyltransferase	YagD, MmuM
MONOMER-16847	G-14672	E3VWJ1	pentalenene oxygenase	PntI
MONOMER-14339	G-10931	P11543	lignin peroxidase C	LipC, ligninase LG5
ENSG00000164258-MONOMER	HS09048	O43181	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	CI-18 kDa, CI-AQDQ, Complex I-18 kDa, Complex I-AQDQ, NADH-ubiquinone oxidoreductase 18 kDa subunit
MONOMER-19368	G-44076	F4Y9J0	nitroarene dioxygenase oxygenase &alpha; subunit	
MONOMER-17312	G-15097	G0Y287	squalene synthase-like 2	
G18NG-11090-MONOMER	G18NG-11090	Q8NQD1	cob(I)alamin-dependent methionine synthase	MetH, cobalamin-dependent methionine synthase, 5-methyltetrahydrofolate-homocysteine <i>S</i>-methyltransferase, 5-methyltetrahydrofolate-homocysteine transmethylase
AT4G32810-MONOMER	AT4G32810	Q8VY26	10'-apo-&beta;-carotenal 13,14-cleaving dioxygenase	
MONOMER-6023	G-4523	A0R6E0	trehalose synthase subunit	TreS
MONOMER-19776	G-44480	A0A0D4BSP3	<i>N</i>-demethylindolmycin <i>N</i>-methyltransferase	
MONOMER-11733	G-9118	P48408	subunit STS2	
BSU14880-MONOMER	BSU14880	P24009	heme <i>o</i> synthase	CtaB, cytochrome caa3 oxydase assembly factor
MONOMER-8961			UDP-galactose pyrophosphorylase	UDP-glucose pyrophosphorylase
MONOMER-14887	G-11346	Q8PSE1		CobA
MONOMER-12333	G-9520		anthocyanidin 3-<i>O</i>-glucoside 2''-<i>O</i>-glucosyltransferase	
MONOMER-17752				
MONOMER-15418				
G6806-MONOMER	G6806	P76145	<i>trans</i>-aconitate 2-methyltransferase	LsrE, YneD, Tam
MONOMER-20166	G-55056	Q6LY38	CoB-CoM heterodisulfide reductase HdrB1 component	
MONOMER-18177	G-17688	Q55222	aklanoate anthrone monooxygenase	DauA, DauG
HAONITRO-MONOMER	G-15259	Q50925	hydroxylamine oxidoreductase monomer	Hao
EG10242-MONOMER	EG10242	P0A988	&beta; sliding clamp	DnaN, DNA polymerase III subunit &beta;
NAG1P-URIDYLTRANS-MONOMER	EG11198	P0ACC7	fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase	YieA, GlmU
MONOMER-20582	G-58739	Q8RL48	pseudomonic acid B---[acyl carrier protein] ligase	MupU
MONOMER-12869			aliphatic nitrilase subunit	
SHIA-MONOMER	G7067	P76350		YeeM, ShiA, ShiA shikimate MFS transporter
MONOMER-15886	G-12205	Q9R921	1,3-dihydroxyacetone/glyceraldehyde reductase	
MONOMER-13336	G-10148	Q6QUY3	2,4-dinitrotoluene dioxygenase complex oxygenase component &beta; subunit	
MONOMER-16320	G-12589	Q2TSC7		
HS04010-MONOMER	HS04010	Q9BV79	mitochondrial <i>trans</i>-2-enoyl-[acyl-carrier protein] reductase monomer	HsNrbf-1, NRBF-1
EG11486-MONOMER	EG11486	P0AAA7	lipid III flippase	Wzx, YifJ, WzxE
MONOMER-21016	G-80536	P39481	caldariellaquinol oxidase SoxM complex SoxM subunit	SoxM
MONOMER-18964	G-43710	Q4PEN0	methylglutaconyl-CoA hydratase	
